Version Number,Data Type,Code ,Description
,HCPCS,L5688,"Addition to lower extremity, below knee, waist belt, webbing"
,HCPCS,L5690,"Addition to lower extremity, below knee, waist belt, padded and lined"
,HCPCS,L5692,"Addition to lower extremity, above knee, pelvic control belt, light"
,HCPCS,L5694,"Addition to lower extremity, above knee, pelvic control belt, padded and lined"
,HCPCS,L5695,"Addition to lower extremity, above knee, pelvic control, sleeve suspension, neoprene or equal, each"
,HCPCS,L5696,"Addition to lower extremity, above knee or knee disarticulation, pelvic joint"
,HCPCS,L5697,"Addition to lower extremity, above knee or knee disarticulation, pelvic band"
,HCPCS,L5698,"Addition to lower extremity, above knee or knee disarticulation, silesian bandage"
,HCPCS,L5699,"All lower extremity prostheses, shoulder harness"
,HCPCS,L5700,"Replacement, socket, below knee, molded to patient model"
,HCPCS,L5701,"Replacement, socket, above knee/knee disarticulation, including attachment plate, molded to patient model"
,HCPCS,L5702,"Replacement, socket, hip disarticulation, including hip joint, molded to patient model"
,HCPCS,L5703,"Ankle, symes, molded to patient model, socket without solid ankle cushion heel (sach) foot, replacement only"
,HCPCS,L5704,"Custom shaped protective cover, below knee"
,HCPCS,L5705,"Custom shaped protective cover, above knee"
,HCPCS,L5706,"Custom shaped protective cover, knee disarticulation"
,HCPCS,L5707,"Custom shaped protective cover, hip disarticulation"
,HCPCS,L5710,"Addition, exoskeletal knee-shin system, single axis, manual lock"
,HCPCS,L5711,"Additions exoskeletal knee-shin system, single axis, manual lock, ultra-light material"
,HCPCS,L5712,"Addition, exoskeletal knee-shin system, single axis, friction swing and stance phase control (safety knee)"
,HCPCS,L5714,"Addition, exoskeletal knee-shin system, single axis, variable friction swing phase control"
,HCPCS,L5716,"Addition, exoskeletal knee-shin system, polycentric, mechanical stance phase lock"
,HCPCS,L5718,"Addition, exoskeletal knee-shin system, polycentric, friction swing and stance phase control"
,HCPCS,L5722,"Addition, exoskeletal knee-shin system, single axis, pneumatic swing, friction stance phase control"
,HCPCS,L5724,"Addition, exoskeletal knee-shin system, single axis, fluid swing phase control"
,HCPCS,L5726,"Addition, exoskeletal knee-shin system, single axis, external joints fluid swing phase control"
,HCPCS,L5728,"Addition, exoskeletal knee-shin system, single axis, fluid swing and stance phase control"
,HCPCS,L5780,"Addition, exoskeletal knee-shin system, single axis, pneumatic/hydra pneumatic swing phase control"
,HCPCS,L5781,"Addition to lower limb prosthesis, vacuum pump, residual limb volume management and moisture evacuation system"
,HCPCS,L5782,"Addition to lower limb prosthesis, vacuum pump, residual limb volume management and moisture evacuation system, heavy duty"
,HCPCS,L5785,"Addition, exoskeletal system, below knee, ultra-light material (titanium, carbon fiber or equal)"
,HCPCS,L5790,"Addition, exoskeletal system, above knee, ultra-light material (titanium, carbon fiber or equal)"
,HCPCS,L5795,"Addition, exoskeletal system, hip disarticulation, ultra-light material (titanium, carbon fiber or equal)"
,HCPCS,L5810,"Addition, endoskeletal knee-shin system, single axis, manual lock"
,HCPCS,L5811,"Addition, endoskeletal knee-shin system, single axis, manual lock, ultra-light material"
,HCPCS,L5812,"Addition, endoskeletal knee-shin system, single axis, friction swing and stance phase control (safety knee)"
,HCPCS,L5814,"Addition, endoskeletal knee-shin system, polycentric, hydraulic swing phase control, mechanical stance phase lock"
,HCPCS,L5816,"Addition, endoskeletal knee-shin system, polycentric, mechanical stance phase lock"
,HCPCS,L5818,"Addition, endoskeletal knee-shin system, polycentric, friction swing, and stance phase control"
,HCPCS,L5822,"Addition, endoskeletal knee-shin system, single axis, pneumatic swing, friction stance phase control"
,HCPCS,L5824,"Addition, endoskeletal knee-shin system, single axis, fluid swing phase control"
,HCPCS,L5826,"Addition, endoskeletal knee-shin system, single axis, hydraulic swing phase control, with miniature high activity frame"
,HCPCS,L5828,"Addition, endoskeletal knee-shin system, single axis, fluid swing and stance phase control"
,HCPCS,L5830,"Addition, endoskeletal knee-shin system, single axis, pneumatic/ swing phase control"
,HCPCS,L5840,"Addition, endoskeletal knee/shin system, 4-bar linkage or multiaxial, pneumatic swing phase control"
,HCPCS,L5845,"Addition, endoskeletal, knee-shin system, stance flexion feature, adjustable"
,HCPCS,L5848,"Addition to endoskeletal knee-shin system, fluid stance extension, dampening feature, with or without adjustability"
,HCPCS,L5850,"Addition, endoskeletal system, above knee or hip disarticulation, knee extension assist"
,HCPCS,L5855,"Addition, endoskeletal system, hip disarticulation, mechanical hip extension assist"
,HCPCS,L5856,"Addition to lower extremity prosthesis, endoskeletal knee-shin system, microprocessor control feature, swing and stance phase, includes electronic sensor(s), any type"
,HCPCS,L5857,"Addition to lower extremity prosthesis, endoskeletal knee-shin system, microprocessor control feature, swing phase only, includes electronic sensor(s), any type"
,HCPCS,L5858,"Addition to lower extremity prosthesis, endoskeletal knee shin system, microprocessor control feature, stance phase only, includes electronic sensor(s), any type"
,HCPCS,L5859,"Addition to lower extremity prosthesis, endoskeletal knee-shin system, powered and programmable flexion/extension assist control, includes any type motor(s)"
,HCPCS,L5910,"Addition, endoskeletal system, below knee, alignable system"
,HCPCS,L5920,"Addition, endoskeletal system, above knee or hip disarticulation, alignable system"
,HCPCS,L5925,"Addition, endoskeletal system, above knee, knee disarticulation or hip disarticulation, manual lock"
,HCPCS,L5930,"Addition, endoskeletal system, high activity knee control frame"
,HCPCS,L5940,"Addition, endoskeletal system, below knee, ultra-light material (titanium, carbon fiber or equal)"
,HCPCS,L5950,"Addition, endoskeletal system, above knee, ultra-light material (titanium, carbon fiber or equal)"
,HCPCS,L5960,"Addition, endoskeletal system, hip disarticulation, ultra-light material (titanium, carbon fiber or equal)"
,HCPCS,L5961,"Addition, endoskeletal system, polycentric hip joint, pneumatic or hydraulic control, rotation control, with or without flexion and/or extension control"
,HCPCS,L5962,"Addition, endoskeletal system, below knee, flexible protective outer surface covering system"
,HCPCS,L5964,"Addition, endoskeletal system, above knee, flexible protective outer surface covering system"
,HCPCS,L5966,"Addition, endoskeletal system, hip disarticulation, flexible protective outer surface covering system"
,HCPCS,L5968,"Addition to lower limb prosthesis, multiaxial ankle with swing phase active dorsiflexion feature"
,HCPCS,L5969,"Addition, endoskeletal ankle-foot or ankle system, power assist, includes any type motor(s)"
,HCPCS,L5970,"All lower extremity prostheses, foot, external keel, sach foot"
,HCPCS,L5971,"All lower extremity prosthesis, solid ankle cushion heel (sach) foot, replacement only"
,HCPCS,L5972,"All lower extremity prostheses, foot, flexible keel"
,HCPCS,L5973,"Endoskeletal ankle foot system, microprocessor controlled feature, dorsiflexion and/or plantar flexion control, includes power source"
,HCPCS,L5974,"All lower extremity prostheses, foot, single axis ankle/foot"
,HCPCS,L5975,"All lower extremity prosthesis, combination single axis ankle and flexible keel foot"
,HCPCS,L5976,"All lower extremity prostheses, energy storing foot (seattle carbon copy ii or equal)"
,HCPCS,L5978,"All lower extremity prostheses, foot, multiaxial ankle/foot"
,HCPCS,L5979,"All lower extremity prosthesis, multi-axial ankle, dynamic response foot, one piece system"
,HCPCS,L5980,"All lower extremity prostheses, flex foot system"
,HCPCS,L5981,"All lower extremity prostheses, flex-walk system or equal"
,HCPCS,L5982,"All exoskeletal lower extremity prostheses, axial rotation unit"
,HCPCS,L5984,"All endoskeletal lower extremity prosthesis, axial rotation unit, with or without adjustability"
,HCPCS,L5985,"All endoskeletal lower extremity prostheses, dynamic prosthetic pylon"
,HCPCS,L5986,"All lower extremity prostheses, multi-axial rotation unit ('mcp' or equal)"
,HCPCS,L5987,"All lower extremity prosthesis, shank foot system with vertical loading pylon"
,HCPCS,L5988,"Addition to lower limb prosthesis, vertical shock reducing pylon feature"
,HCPCS,L5990,"Addition to lower extremity prosthesis, user adjustable heel height"
,HCPCS,L5999,"Lower extremity prosthesis, not otherwise specified"
,HCPCS,L6000,"Partial hand, thumb remaining"
,HCPCS,L6010,"Partial hand, little and/or ring finger remaining"
,HCPCS,L6020,"Partial hand, no finger remaining"
,HCPCS,L6025,"Transcarpal/metacarpal or partial hand disarticulation prosthesis, external power, self-suspended, inner socket with removable forearm section, electrodes and cables, two batteries, charger, myoelectric control of terminal device"
,HCPCS,L6026,"Transcarpal/metacarpal or partial hand disarticulation prosthesis, external power, self-suspended, inner socket with removable forearm section, electrodes and cables, two batteries, charger, myoelectric control of terminal device, excludes terminal device(s)"
,HCPCS,L6050,"Wrist disarticulation, molded socket, flexible elbow hinges, triceps pad"
,HCPCS,L6055,"Wrist disarticulation, molded socket with expandable interface, flexible elbow hinges, triceps pad"
,HCPCS,L6100,"Below elbow, molded socket, flexible elbow hinge, triceps pad"
,HCPCS,L6110,"Below elbow, molded socket, (muenster or northwestern suspension types)"
,HCPCS,L6120,"Below elbow, molded double wall split socket, step-up hinges, half cuff"
,HCPCS,L6130,"Below elbow, molded double wall split socket, stump activated locking hinge, half cuff"
,HCPCS,L6200,"Elbow disarticulation, molded socket, outside locking hinge, forearm"
,HCPCS,L6205,"Elbow disarticulation, molded socket with expandable interface, outside locking hinges, forearm"
,HCPCS,L6250,"Above elbow, molded double wall socket, internal locking elbow, forearm"
,HCPCS,L6300,"Shoulder disarticulation, molded socket, shoulder bulkhead, humeral section, internal locking elbow, forearm"
,HCPCS,L6310,"Shoulder disarticulation, passive restoration (complete prosthesis)"
,HCPCS,L6320,"Shoulder disarticulation, passive restoration (shoulder cap only)"
,HCPCS,L6350,"Interscapular thoracic, molded socket, shoulder bulkhead, humeral section, internal locking elbow, forearm"
,HCPCS,L6360,"Interscapular thoracic, passive restoration (complete prosthesis)"
,HCPCS,L6370,"Interscapular thoracic, passive restoration (shoulder cap only)"
,HCPCS,L6380,"Immediate post surgical or early fitting, application of initial rigid dressing, including fitting alignment and suspension of components, and one cast change, wrist disarticulation or below elbow"
,HCPCS,L6382,"Immediate post surgical or early fitting, application of initial rigid dressing including fitting alignment and suspension of components, and one cast change, elbow disarticulation or above elbow"
,HCPCS,L6384,"Immediate post surgical or early fitting, application of initial rigid dressing including fitting alignment and suspension of components, and one cast change, shoulder disarticulation or interscapular thoracic"
,HCPCS,L6386,"Immediate post surgical or early fitting, each additional cast change and realignment"
,HCPCS,L6388,"Immediate post surgical or early fitting, application of rigid dressing only"
,HCPCS,L6400,"Below elbow, molded socket, endoskeletal system, including soft prosthetic tissue shaping"
,HCPCS,L6450,"Elbow disarticulation, molded socket, endoskeletal system, including soft prosthetic tissue shaping"
,HCPCS,L6500,"Above elbow, molded socket, endoskeletal system, including soft prosthetic tissue shaping"
,HCPCS,L6550,"Shoulder disarticulation, molded socket, endoskeletal system, including soft prosthetic tissue shaping"
,HCPCS,L6570,"Interscapular thoracic, molded socket, endoskeletal system, including soft prosthetic tissue shaping"
,HCPCS,L6580,"Preparatory, wrist disarticulation or below elbow, single wall plastic socket, friction wrist, flexible elbow hinges, figure of eight harness, humeral cuff, bowden cable control, usmc or equal pylon, no cover, molded to patient model"
,HCPCS,L6582,"Preparatory, wrist disarticulation or below elbow, single wall socket, friction wrist, flexible elbow hinges, figure of eight harness, humeral cuff, bowden cable control, usmc or equal pylon, no cover, direct formed"
,HCPCS,L6584,"Preparatory, elbow disarticulation or above elbow, single wall plastic socket, friction wrist, locking elbow, figure of eight harness, fair lead cable control, usmc or equal pylon, no cover, molded to patient model"
,HCPCS,L6586,"Preparatory, elbow disarticulation or above elbow, single wall socket, friction wrist, locking elbow, figure of eight harness, fair lead cable control, usmc or equal pylon, no cover, direct formed"
,HCPCS,L6588,"Preparatory, shoulder disarticulation or interscapular thoracic, single wall plastic socket, shoulder joint, locking elbow, friction wrist, chest strap, fair lead cable control, usmc or equal pylon, no cover, molded to patient model"
,HCPCS,L6590,"Preparatory, shoulder disarticulation or interscapular thoracic, single wall socket, shoulder joint, locking elbow, friction wrist, chest strap, fair lead cable control, usmc or equal pylon, no cover, direct formed"
,HCPCS,L6600,"Upper extremity additions, polycentric hinge, pair"
,HCPCS,L6605,"Upper extremity additions, single pivot hinge, pair"
,HCPCS,L6610,"Upper extremity additions, flexible metal hinge, pair"
,HCPCS,L6611,"Addition to upper extremity prosthesis, external powered, additional switch, any type"
,HCPCS,L6615,"Upper extremity addition, disconnect locking wrist unit"
,HCPCS,L6616,"Upper extremity addition, additional disconnect insert for locking wrist unit, each"
,HCPCS,L6620,"Upper extremity addition, flexion/extension wrist unit, with or without friction"
,HCPCS,L6621,"Upper extremity prosthesis addition, flexion/extension wrist with or without friction, for use with external powered terminal device"
,HCPCS,L6623,"Upper extremity addition, spring assisted rotational wrist unit with latch release"
,HCPCS,L6624,"Upper extremity addition, flexion/extension and rotation wrist unit"
,HCPCS,L6625,"Upper extremity addition, rotation wrist unit with cable lock"
,HCPCS,L6628,"Upper extremity addition, quick disconnect hook adapter, otto bock or equal"
,HCPCS,L6629,"Upper extremity addition, quick disconnect lamination collar with coupling piece, otto bock or equal"
,HCPCS,L6630,"Upper extremity addition, stainless steel, any wrist"
,HCPCS,L6632,"Upper extremity addition, latex suspension sleeve, each"
,HCPCS,L6635,"Upper extremity addition, lift assist for elbow"
,HCPCS,L6637,"Upper extremity addition, nudge control elbow lock"
,HCPCS,L6638,"Upper extremity addition to prosthesis, electric locking feature, only for use with manually powered elbow"
,HCPCS,L6640,"Upper extremity additions, shoulder abduction joint, pair"
,HCPCS,L6641,"Upper extremity addition, excursion amplifier, pulley type"
,HCPCS,L6642,"Upper extremity addition, excursion amplifier, lever type"
,HCPCS,L6645,"Upper extremity addition, shoulder flexion-abduction joint, each"
,HCPCS,L6646,"Upper extremity addition, shoulder joint, multipositional locking, flexion, adjustable abduction friction control, for use with body powered or external powered system"
,HCPCS,L6647,"Upper extremity addition, shoulder lock mechanism, body powered actuator"
,HCPCS,L6648,"Upper extremity addition, shoulder lock mechanism, external powered actuator"
,HCPCS,L6650,"Upper extremity addition, shoulder universal joint, each"
,HCPCS,L6655,"Upper extremity addition, standard control cable, extra"
,HCPCS,L6660,"Upper extremity addition, heavy duty control cable"
,HCPCS,L6665,"Upper extremity addition, teflon, or equal, cable lining"
,HCPCS,L6670,"Upper extremity addition, hook to hand, cable adapter"
,HCPCS,L6672,"Upper extremity addition, harness, chest or shoulder, saddle type"
,HCPCS,L6675,"Upper extremity addition, harness, (e.g., figure of eight type), single cable design"
,HCPCS,L6676,"Upper extremity addition, harness, (e.g., figure of eight type), dual cable design"
,HCPCS,L6677,"Upper extremity addition, harness, triple control, simultaneous operation of terminal device and elbow"
,HCPCS,L6680,"Upper extremity addition, test socket, wrist disarticulation or below elbow"
,HCPCS,L6682,"Upper extremity addition, test socket, elbow disarticulation or above elbow"
,HCPCS,L6684,"Upper extremity addition, test socket, shoulder disarticulation or interscapular thoracic"
,HCPCS,L6686,"Upper extremity addition, suction socket"
,HCPCS,L6687,"Upper extremity addition, frame type socket, below elbow or wrist disarticulation"
,HCPCS,L6688,"Upper extremity addition, frame type socket, above elbow or elbow disarticulation"
,HCPCS,L6689,"Upper extremity addition, frame type socket, shoulder disarticulation"
,HCPCS,L6690,"Upper extremity addition, frame type socket, interscapular-thoracic"
,HCPCS,L6691,"Upper extremity addition, removable insert, each"
,HCPCS,L6692,"Upper extremity addition, silicone gel insert or equal, each"
,HCPCS,L6693,"Upper extremity addition, locking elbow, forearm counterbalance"
,HCPCS,L6694,"Addition to upper extremity prosthesis, below elbow/above elbow, custom fabricated from existing mold or prefabricated, socket insert, silicone gel, elastomeric or equal, for use with locking mechanism"
,HCPCS,L6695,"Addition to upper extremity prosthesis, below elbow/above elbow, custom fabricated from existing mold or prefabricated, socket insert, silicone gel, elastomeric or equal, not for use with locking mechanism"
,HCPCS,L6696,"Addition to upper extremity prosthesis, below elbow/above elbow, custom fabricated socket insert for congenital or atypical traumatic amputee, silicone gel, elastomeric or equal, for use with or without locking mechanism, initial only (for other than initial, use code l6694 or l6695)"
,HCPCS,L6697,"Addition to upper extremity prosthesis, below elbow/above elbow, custom fabricated socket insert for other than congenital or atypical traumatic amputee, silicone gel, elastomeric or equal, for use with or without locking mechanism, initial only (for other than initial, use code l6694 or l6695)"
,HCPCS,L6698,"Addition to upper extremity prosthesis, below elbow/above elbow, lock mechanism, excludes socket insert"
,HCPCS,L6703,"Terminal device, passive hand/mitt, any material, any size"
,HCPCS,L6704,"Terminal device, sport/recreational/work attachment, any material, any size"
,HCPCS,L6706,"Terminal device, hook, mechanical, voluntary opening, any material, any size, lined or unlined"
,HCPCS,L6707,"Terminal device, hook, mechanical, voluntary closing, any material, any size, lined or unlined"
,HCPCS,L6708,"Terminal device, hand, mechanical, voluntary opening, any material, any size"
,HCPCS,L6709,"Terminal device, hand, mechanical, voluntary closing, any material, any size"
,HCPCS,L6711,"Terminal device, hook, mechanical, voluntary opening, any material, any size, lined or unlined, pediatric"
,HCPCS,L6712,"Terminal device, hook, mechanical, voluntary closing, any material, any size, lined or unlined, pediatric"
,HCPCS,L6713,"Terminal device, hand, mechanical, voluntary opening, any material, any size, pediatric"
,HCPCS,L6714,"Terminal device, hand, mechanical, voluntary closing, any material, any size, pediatric"
,HCPCS,L6715,"Terminal device, multiple articulating digit, includes motor(s), initial issue or replacement"
,HCPCS,L6721,"Terminal device, hook or hand, heavy duty, mechanical, voluntary opening, any material, any size, lined or unlined"
,HCPCS,L6722,"Terminal device, hook or hand, heavy duty, mechanical, voluntary closing, any material, any size, lined or unlined"
,HCPCS,L6805,"Addition to terminal device, modifier wrist unit"
,HCPCS,L6810,"Addition to terminal device, precision pinch device"
,HCPCS,L6880,"Electric hand, switch or myoelectric controlled, independently articulating digits, any grasp pattern or combination of grasp patterns, includes motor(s)"
,HCPCS,L6881,"Automatic grasp feature, addition to upper limb electric prosthetic terminal device"
,HCPCS,L6882,"Microprocessor control feature, addition to upper limb prosthetic terminal device"
,HCPCS,L6883,"Replacement socket, below elbow/wrist disarticulation, molded to patient model, for use with or without external power"
,HCPCS,L6884,"Replacement socket, above elbow/elbow disarticulation, molded to patient model, for use with or without external power"
,HCPCS,L6885,"Replacement socket, shoulder disarticulation/interscapular thoracic, molded to patient model, for use with or without external power"
,HCPCS,L6890,"Addition to upper extremity prosthesis, glove for terminal device, any material, prefabricated, includes fitting and adjustment"
,HCPCS,L6895,"Addition to upper extremity prosthesis, glove for terminal device, any material, custom fabricated"
,HCPCS,L6900,"Hand restoration (casts, shading and measurements included), partial hand, with glove, thumb or one finger remaining"
,HCPCS,L6905,"Hand restoration (casts, shading and measurements included), partial hand, with glove, multiple fingers remaining"
,HCPCS,L6910,"Hand restoration (casts, shading and measurements included), partial hand, with glove, no fingers remaining"
,HCPCS,L6915,"Hand restoration (shading, and measurements included), replacement glove for above"
,HCPCS,L6920,"Wrist disarticulation, external power, self-suspended inner socket, removable forearm shell, otto bock or equal, switch, cables, two batteries and one charger, switch control of terminal device"
,HCPCS,L6925,"Wrist disarticulation, external power, self-suspended inner socket, removable forearm shell, otto bock or equal electrodes, cables, two batteries and one charger, myoelectronic control of terminal device"
,HCPCS,L6930,"Below elbow, external power, self-suspended inner socket, removable forearm shell, otto bock or equal switch, cables, two batteries and one charger, switch control of terminal device"
,HCPCS,L6935,"Below elbow, external power, self-suspended inner socket, removable forearm shell, otto bock or equal electrodes, cables, two batteries and one charger, myoelectronic control of terminal device"
,HCPCS,L6940,"Elbow disarticulation, external power, molded inner socket, removable humeral shell, outside locking hinges, forearm, otto bock or equal switch, cables, two batteries and one charger, switch control of terminal device"
,HCPCS,L6945,"Elbow disarticulation, external power, molded inner socket, removable humeral shell, outside locking hinges, forearm, otto bock or equal electrodes, cables, two batteries and one charger, myoelectronic control of terminal device"
,HCPCS,L6950,"Above elbow, external power, molded inner socket, removable humeral shell, internal locking elbow, forearm, otto bock or equal switch, cables, two batteries and one charger, switch control of terminal device"
,HCPCS,L6955,"Above elbow, external power, molded inner socket, removable humeral shell, internal locking elbow, forearm, otto bock or equal electrodes, cables, two batteries and one charger, myoelectronic control of terminal device"
,HCPCS,L6960,"Shoulder disarticulation, external power, molded inner socket, removable shoulder shell, shoulder bulkhead, humeral section, mechanical elbow, forearm, otto bock or equal switch, cables, two batteries and one charger, switch control of terminal device"
,HCPCS,L6965,"Shoulder disarticulation, external power, molded inner socket, removable shoulder shell, shoulder bulkhead, humeral section, mechanical elbow, forearm, otto bock or equal electrodes, cables, two batteries and one charger, myoelectronic control of terminal device"
,HCPCS,L6970,"Interscapular-thoracic, external power, molded inner socket, removable shoulder shell, shoulder bulkhead, humeral section, mechanical elbow, forearm, otto bock or equal switch, cables, two batteries and one charger, switch control of terminal device"
,HCPCS,L6975,"Interscapular-thoracic, external power, molded inner socket, removable shoulder shell, shoulder bulkhead, humeral section, mechanical elbow, forearm, otto bock or equal electrodes, cables, two batteries and one charger, myoelectronic control of terminal device"
,HCPCS,L7007,"Electric hand, switch or myoelectric controlled, adult"
,HCPCS,L7008,"Electric hand, switch or myoelectric, controlled, pediatric"
,HCPCS,L7009,"Electric hook, switch or myoelectric controlled, adult"
,HCPCS,L7040,"Prehensile actuator, switch controlled"
,HCPCS,L7045,"Electric hook, switch or myoelectric controlled, pediatric"
,HCPCS,L7170,"Electronic elbow, hosmer or equal, switch controlled"
,HCPCS,L7180,"Electronic elbow, microprocessor sequential control of elbow and terminal device"
,HCPCS,L7181,"Electronic elbow, microprocessor simultaneous control of elbow and terminal device"
,HCPCS,L7185,"Electronic elbow, adolescent, variety village or equal, switch controlled"
,HCPCS,L7186,"Electronic elbow, child, variety village or equal, switch controlled"
,HCPCS,L7190,"Electronic elbow, adolescent, variety village or equal, myoelectronically controlled"
,HCPCS,L7191,"Electronic elbow, child, variety village or equal, myoelectronically controlled"
,HCPCS,L7259,"Electronic wrist rotator, any type"
,HCPCS,L7260,"Electronic wrist rotator, otto bock or equal"
,HCPCS,L7261,"Electronic wrist rotator, for utah arm"
,HCPCS,L7360,"Six volt battery, each"
,HCPCS,L7362,"Battery charger, six volt, each"
,HCPCS,L7364,"Twelve volt battery, each"
,HCPCS,L7366,"Battery charger, twelve volt, each"
,HCPCS,L7367,"Lithium ion battery, rechargeable, replacement"
,HCPCS,L7368,"Lithium ion battery charger, replacement only"
,HCPCS,L7400,"Addition to upper extremity prosthesis, below elbow/wrist disarticulation, ultralight material (titanium, carbon fiber or equal)"
,HCPCS,L7401,"Addition to upper extremity prosthesis, above elbow disarticulation, ultralight material (titanium, carbon fiber or equal)"
,HCPCS,L7402,"Addition to upper extremity prosthesis, shoulder disarticulation/interscapular thoracic, ultralight material (titanium, carbon fiber or equal)"
,HCPCS,L7403,"Addition to upper extremity prosthesis, below elbow/wrist disarticulation, acrylic material"
,HCPCS,L7404,"Addition to upper extremity prosthesis, above elbow disarticulation, acrylic material"
,HCPCS,L7405,"Addition to upper extremity prosthesis, shoulder disarticulation/interscapular thoracic, acrylic material"
,HCPCS,L7499,"Upper extremity prosthesis, not otherwise specified"
,HCPCS,L7510,"Repair of prosthetic device, repair or replace minor parts"
,HCPCS,L7520,"Repair prosthetic device, labor component, per 15 minutes"
,HCPCS,L7600,"Prosthetic donning sleeve, any material, each"
,HCPCS,L7700,"Gasket or seal, for use with prosthetic socket insert, any type, each"
,HCPCS,L7900,Male vacuum erection system
,HCPCS,L7902,"Tension ring, for vacuum erection device, any type, replacement only, each"
,HCPCS,L8000,"Breast prosthesis, mastectomy bra, without integrated breast prosthesis form, any size, any type"
,HCPCS,L8001,"Breast prosthesis, mastectomy bra, with integrated breast prosthesis form, unilateral, any size, any type"
,HCPCS,L8002,"Breast prosthesis, mastectomy bra, with integrated breast prosthesis form, bilateral, any size, any type"
,HCPCS,L8010,"Breast prosthesis, mastectomy sleeve"
,HCPCS,L8015,"External breast prosthesis garment, with mastectomy form, post mastectomy"
,HCPCS,L8020,"Breast prosthesis, mastectomy form"
,HCPCS,L8030,"Breast prosthesis, silicone or equal, without integral adhesive"
,HCPCS,L8031,"Breast prosthesis, silicone or equal, with integral adhesive"
,HCPCS,L8032,"Nipple prosthesis, reusable, any type, each"
,HCPCS,L8035,"Custom breast prosthesis, post mastectomy, molded to patient model"
,HCPCS,L8039,"Breast prosthesis, not otherwise specified"
,HCPCS,L8040,"Nasal prosthesis, provided by a non-physician"
,HCPCS,L8041,"Midfacial prosthesis, provided by a non-physician"
,HCPCS,L8042,"Orbital prosthesis, provided by a non-physician"
,HCPCS,L8043,"Upper facial prosthesis, provided by a non-physician"
,HCPCS,L8044,"Hemi-facial prosthesis, provided by a non-physician"
,HCPCS,L8045,"Auricular prosthesis, provided by a non-physician"
,HCPCS,L8046,"Partial facial prosthesis, provided by a non-physician"
,HCPCS,L8047,"Nasal septal prosthesis, provided by a non-physician"
,HCPCS,L8048,"Unspecified maxillofacial prosthesis, by report, provided by a non-physician"
,HCPCS,L8049,"Repair or modification of maxillofacial prosthesis, labor component, 15 minute increments, provided by a non-physician"
,HCPCS,L8300,"Truss, single with standard pad"
,HCPCS,L8310,"Truss, double with standard pads"
,HCPCS,L8320,"Truss, addition to standard pad, water pad"
,HCPCS,L8330,"Truss, addition to standard pad, scrotal pad"
,HCPCS,L8400,"Prosthetic sheath, below knee, each"
,HCPCS,L8410,"Prosthetic sheath, above knee, each"
,HCPCS,L8415,"Prosthetic sheath, upper limb, each"
,HCPCS,L8417,"Prosthetic sheath/sock, including a gel cushion layer, below knee or above knee, each"
,HCPCS,L8420,"Prosthetic sock, multiple ply, below knee, each"
,HCPCS,L8430,"Prosthetic sock, multiple ply, above knee, each"
,HCPCS,L8435,"Prosthetic sock, multiple ply, upper limb, each"
,HCPCS,L8440,"Prosthetic shrinker, below knee, each"
,HCPCS,L8460,"Prosthetic shrinker, above knee, each"
,HCPCS,L8465,"Prosthetic shrinker, upper limb, each"
,HCPCS,L8470,"Prosthetic sock, single ply, fitting, below knee, each"
,HCPCS,L8480,"Prosthetic sock, single ply, fitting, above knee, each"
,HCPCS,L8485,"Prosthetic sock, single ply, fitting, upper limb, each"
,HCPCS,L8499,Unlisted procedure for miscellaneous prosthetic services
,HCPCS,L8500,"Artificial larynx, any type"
,HCPCS,L8501,Tracheostomy speaking valve
,HCPCS,L8505,"Artificial larynx replacement battery / accessory, any type"
,HCPCS,L8507,"Tracheo-esophageal voice prosthesis, patient inserted, any type, each"
,HCPCS,L8509,"Tracheo-esophageal voice prosthesis, inserted by a licensed health care provider, any type"
,HCPCS,L8510,Voice amplifier
,HCPCS,L8511,"Insert for indwelling tracheoesophageal prosthesis, with or without valve, replacement only, each"
,HCPCS,L8512,"Gelatin capsules or equivalent, for use with tracheoesophageal voice prosthesis, replacement only, per 10"
,HCPCS,L8513,"Cleaning device used with tracheoesophageal voice prosthesis, pipet, brush, or equal, replacement only, each"
,HCPCS,L8514,"Tracheoesophageal puncture dilator, replacement only, each"
,HCPCS,L8515,"Gelatin capsule, application device for use with tracheoesophageal voice prosthesis, each"
,HCPCS,L8600,"Implantable breast prosthesis, silicone or equal"
,HCPCS,L8603,"Injectable bulking agent, collagen implant, urinary tract, 2.5 ml syringe, includes shipping and necessary supplies"
,HCPCS,L8604,"Injectable bulking agent, dextranomer/hyaluronic acid copolymer implant, urinary tract, 1 ml, includes shipping and necessary supplies"
,HCPCS,L8605,"Injectable bulking agent, dextranomer/hyaluronic acid copolymer implant, anal canal, 1 ml, includes shipping and necessary supplies"
,HCPCS,L8606,"Injectable bulking agent, synthetic implant, urinary tract, 1 ml syringe, includes shipping and necessary supplies"
,HCPCS,L8607,"Injectable bulking agent for vocal cord medialization, 0.1 ml, includes shipping and necessary supplies"
,HCPCS,L8609,Artificial cornea
,HCPCS,L8610,Ocular implant
,HCPCS,L8612,Aqueous shunt
,HCPCS,L8613,Ossicula implant
,HCPCS,L8614,"Cochlear device, includes all internal and external components"
,HCPCS,L8615,"Headset/headpiece for use with cochlear implant device, replacement"
,HCPCS,L8616,"Microphone for use with cochlear implant device, replacement"
,HCPCS,L8617,"Transmitting coil for use with cochlear implant device, replacement"
